2025-01-01,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Nemzetiségi önkormányzat,,,,,,,,,,,,
Helység megnevezése,Helység KSH kódja,Helység jogállása,Vármegye megnevezése,Járás kódja,Járás neve,Járás székhelye,"Polgármesteri hivatal, közös önkormányzati hivatal kódja","Polgármesteri hivatal, közös önkormányzati hivatal székhelye",Terület  (hektár),Lakó-népesség,Lakások száma,Becsült terület-adatokkal,bolgár  ,görög  ,horvát  ,lengyel  ,német  ,örmény  ,roma,román  ,ruszin  ,szerb  ,szlovák  ,szlovén  ,ukrán  
Egyházasgerge,05980,község,Nógrád,120 0,Salgótarjáni,Salgótarján,5 ,Mihálygerge,"1,537",655,359,,,,,,,,1,,,,,,
Egyházasharaszti,16498,község,Baranya,031 0,Siklósi,Siklós,5 ,Nagyharsány,"1,099",352,123,,,,,,,,1,,,,,,
Egyházashetye,10232,község,Vas,176 0,Celldömölki,Celldömölk,5 ,Jánosháza,"1,320",301,178,,,,,,,,,,,,,,
Egyházashollós,30429,község,Vas,177 0,Körmendi,Körmend,5 ,Egyházasrádóc,"1,904",519,261,,,,,,,,,,,,,,
Egyházaskesző,10445,község,Veszprém,187 0,Pápai,Pápa,5 ,Csót,"2,012",448,234,,,,,,,,,,,,,,
Egyházaskozár,27401,község,Baranya,026 0,Komlói,Komló,2 ,[Helyben],"2,431",667,334,,,,,,1,,,,,,,,
Egyházasrádóc,25946,község,Vas,177 0,Körmendi,Körmend,2 ,[Helyben],"2,479",1282,529,,,,,,,,,,,,,,
Elek,32957,város,Békés,048 0,Gyulai,Gyula,2 ,[Helyben],"5,491",4231,1992,,,,,,1,,1,1,,,1,,
Ellend,06099,község,Baranya,028 0,Pécsi,Pécs,5 ,Bogád,799,220,101,,,,,,,,,,,,,,
Előszállás,20358,nagyközség,Fejér,078 0,Dunaújvárosi,Dunaújváros,1 ,–,"3,998",2363,947,,,,,,,,1,,,,,,
Emőd,04677,város,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,1 ,–,"4,937",4712,1916,,,,,1,,,1,,,,,,
Encs,33048,város,Borsod-Abaúj-Zemplén,056 1,Encsi,Encs,1 ,–,"2,580",6032,2195,,,,,,,,1,,,,,,
Encsencs,32328,község,Szabolcs-Szatmár-Bereg,156 0,Nyírbátori,Nyírbátor,2 ,[Helyben],"3,191",1768,652,,,,,,,,1,,,,,,
Endrefalva,25496,község,Nógrád,121 0,Szécsényi,Szécsény,2 ,[Helyben],"1,323",1116,443,,,,,,,,1,,,,,,
Endrőc,28273,község,Baranya,033 0,Szigetvári,Szigetvár,5 ,Kétújfalu,"1,133",314,132,,,,,,,,,,,,,,
Enese,15033,község,Győr-Moson-Sopron,087 0,Győri,Győr,2 ,[Helyben],"1,989",1873,674,,,,,,,,,,,,,,
Enying,02802,város,Fejér,079 1,Enyingi,Enying,1 ,–,"8,278",6483,2632,,,,,,,,,,,,,,
Eperjes,22992,község,Csongrád-Csanád,076 0,Szentesi,Szentes,5 ,Derekegyház,"7,389",371,310,,,,,,,,,,,,,,
Eperjeske,18528,község,Szabolcs-Szatmár-Bereg,160 0,Záhonyi,Záhony,2 ,[Helyben],"1,355",1017,396,,,,,,,,1,,,,,,
Eplény,33941,község,Veszprém,191 0,Veszprémi,Veszprém,5 ,Veszprém,828,539,197,,,,,,,,,,,,,,
Epöl,29638,község,Komárom-Esztergom,110 0,Esztergomi,Esztergom,5 ,Bajna,"1,252",610,270,,,,,,,,,,,,,,
Ercsi,23603,város,Fejér,081 0,Martonvásári,Martonvásár,1 ,–,"6,531",7986,3106,,,,1,,,,1,,,,,,
Érd,30988,megyei jogú város,Pest,127 1,Érdi,Érd,1 ,–,"6,331",71495,26643,,,1,1,1,1,1,1,,1,1,,,1
Erdőbénye,25326,község,Borsod-Abaúj-Zemplén,069 0,Tokaji,Tokaj,5 ,Bodrogkeresztúr,"4,580",915,712,,,,,,,,1,,,,,,
Erdőhorváti,22503,község,Borsod-Abaúj-Zemplén,064 0,Sárospataki,Sárospatak,5 ,Tolcsva,"5,011",523,317,,,,,,,,1,,1,,,,
Erdőkertes,13480,község,Pest,128 0,Gödöllői,Gödöllő,1 ,–,575,10026,3537,,,,,,,,1,,,,,,
Erdőkövesd,28556,község,Heves,109 0,Pétervásárai,Pétervására,5 ,Pétervására,"1,718",634,300,,,,,,,,1,,,,,,
Erdőkürt,22655,község,Nógrád,118 0,Pásztói,Pásztó,5 ,Héhalom,"2,172",450,266,,,,,,,,,,,,1,,
Erdősmárok,25821,község,Baranya,027 0,Mohácsi,Mohács,5 ,Himesháza,814,83,53,,,,,,,,,,,,,,
Erdősmecske,18704,község,Baranya,029 0,Pécsváradi,Pécsvárad,5 ,Erzsébet,"2,644",309,174,,,,,,1,,,,,,,,
Erdőtarcsa,21795,község,Nógrád,118 0,Pásztói,Pásztó,5 ,Kálló,"1,507",519,230,,,,,,,,1,,,,,,
Erdőtelek,24235,község,Heves,108 0,Hevesi,Heves,1 ,–,"4,490",3291,1363,,,,,,,,1,,,,,,
Erk,20118,község,Heves,108 0,Hevesi,Heves,5 ,Tarnaörs,"2,168",1014,312,,,,,,,,1,,,,,,
Érpatak,10852,község,Szabolcs-Szatmár-Bereg,155 0,Nagykállói,Nagykálló,5 ,Bököny,"3,164",1616,636,,,,,,,,1,,,,,,
Érsekcsanád,11864,község,Bács-Kiskun,035 0,Bajai,Baja,1 ,–,"5,829",2756,1052,,,,,,1,,1,,,,,,
Érsekhalma,33589,község,Bács-Kiskun,035 0,Bajai,Baja,5 ,Nemesnádudvar,"2,756",539,258,,,,,,,,,,,,,,
Érsekvadkert,21582,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,1 ,–,"5,538",3393,1385,,,,,,,,1,,,,,,
Értény,08448,község,Tolna,174 0,Tamási,Tamási,5 ,Iregszemcse,"2,995",706,262,,,,,,,,1,,,,,,
Erzsébet,13499,község,Baranya,029 0,Pécsváradi,Pécsvárad,2 ,[Helyben],975,247,131,,,,,,1,,,,,,,,
Esztár,25469,község,Hajdú-Bihar,096 0,Derecskei,Derecske,2 ,[Helyben],"3,171",1234,506,,,,,,,,1,,,,,,
Eszteregnye,06178,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5 ,Murakeresztúr,"2,008",630,286,,,,,,,,,,,,,,
Esztergályhorváti,15769,község,Zala,193 0,Keszthelyi,Keszthely,5 ,Zalaapáti,"1,668",439,216,,,,,,,,,,,,,,
Esztergom,25131,megyei jogú város,Komárom-Esztergom,110 1,Esztergomi,Esztergom,1 ,–,"10,011",28521,12440,,,,,1,1,,1,,,,1,,
Ete,06664,község,Komárom-Esztergom,111 0,Kisbéri,Kisbér,5 ,Tárkány,"2,062",567,243,,,,,,,,,,,,,,
Etes,15370,község,Nógrád,120 0,Salgótarjáni,Salgótarján,2 ,[Helyben],"1,580",1294,685,,,,,,,,1,,,,,,
Etyek,02316,nagyközség,Fejér,077 0,Bicskei,Bicske,1 ,–,"5,327",4510,1701,,,,,,1,,1,,,,,,
Fábiánháza,23250,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,2 ,[Helyben],"2,735",1644,754,,,,,,,,1,,,,,,
Fábiánsebestyén,19974,község,Csongrád-Csanád,076 0,Szentesi,Szentes,2 ,[Helyben],"7,173",1847,897,,,,,,,,,,,,,,
Fácánkert,24192,község,Tolna,175 0,Tolnai,Tolna,5 ,Tolna,"1,070",652,279,,,,,,,,,,,,,,
Fadd,18980,nagyközség,Tolna,175 0,Tolnai,Tolna,1 ,–,"6,754",4035,1642,,,,,,,,1,,,,,,
Fáj,02741,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,5 ,Szalaszend,"1,933",510,86,,,,,,,,1,,,,,,
Fajsz,03230,község,Bács-Kiskun,037 0,Kalocsai,Kalocsa,2 ,[Helyben],"3,199",1549,818,,,,,,,,1,,,,,,
Fancsal,12557,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,5 ,Forró,977,309,153,,,,,,,,,,,,,,
Farád,33996,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,2 ,[Helyben],"2,879",1890,770,,,,,,,,,,,,,,
Farkasgyepű,10250,község,Veszprém,183 0,Ajkai,Ajka,5 ,Városlőd,"1,005",400,172,,,,,,1,,,,,,,,
Farkaslyuk,34272,község,Borsod-Abaúj-Zemplén,062 0,Ózdi,Ózd,5 ,Nekézseny,502,1890,538,,,,,,,,1,,,,,,
Farmos,09122,község,Pest,131 0,Nagykátai,Nagykáta,1 ,–,"4,012",3414,1562,,,,,,,,,,,,,,
Fazekasboda,17835,község,Baranya,029 0,Pécsváradi,Pécsvárad,5 ,Erzsébet,702,179,98,,,,,,1,,,,,,,,
Fedémes,12432,község,Heves,109 0,Pétervásárai,Pétervására,5 ,Tarnalelesz,862,282,170,,,,,,,,,,,,,,
Fegyvernek,16647,város,Jász-Nagykun-Szolnok,169 0,Törökszentmiklósi,Törökszentmiklós,1 ,–,"7,148",6000,2594,,,,,,,,1,,,,,,
Fehérgyarmat,18971,város,Szabolcs-Szatmár-Bereg,150 1,Fehérgyarmati,Fehérgyarmat,1 ,–,"5,245",6809,3245,,,,,,,,1,,,,,,
Fehértó,06956,község,Győr-Moson-Sopron,087 0,Győri,Győr,5 ,Enese,"1,138",472,224,,,,,,,,,,,,,,
Fehérvárcsurgó,32203,község,Fejér,082 0,Móri,Mór,1 ,–,"2,964",2098,847,,,,,,,,,,,,,,
Feked,04543,község,Baranya,027 0,Mohácsi,Mohács,5 ,Palotabozsok,"1,933",187,119,,,,,,1,,,,,,,,
Feketeerdő,32717,község,Győr-Moson-Sopron,089 0,Mosonmagyaróvári,Mosonmagyaróvár,5 ,Dunakiliti,674,676,261,,,,,,,,,,,,,,
Felcsút,29939,község,Fejér,077 0,Bicskei,Bicske,2 ,[Helyben],"2,202",2014,725,,,,,,,,,,,,,,
Feldebrő,20747,község,Heves,104 0,Egri,Eger,5 ,Verpelét,"2,652",1023,546,,,,,,,,,,,,,,
Felgyő,22646,község,Csongrád-Csanád,070 0,Csongrádi,Csongrád,5 ,Tömörkény,"7,673",1085,532,,,,,,,,,,,,,,
Felpéc,33251,község,Győr-Moson-Sopron,092 0,Téti,Tét,5 ,Gyarmat,"2,247",973,400,,,,,,,,,,,,,,
Felsőberecki,08174,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,5 ,Mikóháza,353,234,117,,,,,,,,,,,,,,
Felsőcsatár,13587,község,Vas,181 0,Szombathelyi,Szombathely,5 ,Torony,"1,790",498,211,,,,1,,,,,,,,,,
Felsődobsza,09742,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,5 ,Abaújszántó,"1,523",833,317,,,,,,,,1,,,,,,
Felsőegerszeg,13286,község,Baranya,025 0,Hegyháti,Sásd,5 ,Sásd,484,117,67,,,,,,,,,,,,,,
Felsőgagy,29708,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,5 ,Krasznokvajda,"1,447",219,81,,,,,,,,1,,,,,,
Felsőjánosfa,08013,község,Vas,177 0,Körmendi,Körmend,5 ,Őriszentpéter,306,168,87,,,,,,,,,,,,,,
Felsőkelecsény,31723,község,Borsod-Abaúj-Zemplén,063 0,Putnoki,Putnok,5 ,Felsőnyárád,799,355,136,,,,,,,,,,,,,,
Felsőlajos,33598,község,Bács-Kiskun,038 0,Kecskeméti,Kecskemét,5 ,Lajosmizse,"1,141",1003,412,,,,,,,,,,,,,,
Felsőmarác,29841,község,Vas,177 0,Körmendi,Körmend,5 ,Ivánc,"1,744",251,183,,,,,,,,,,,,,,
Felsőmocsolád,13985,község,Somogy,143 0,Kaposvári,Kaposvár,5 ,Mernye,"1,651",311,240,,,,,,,,,,,,,,
Felsőnána,15820,község,Tolna,170 0,Bonyhádi,Bonyhád,5 ,Zomba,"1,890",563,233,,,,,,1,,,,,,,,
Felsőnyárád,32762,község,Borsod-Abaúj-Zemplén,063 0,Putnoki,Putnok,2 ,[Helyben],"1,167",869,376,,,,,,,,1,,,,,,
Felsőnyék,17914,község,Tolna,174 0,Tamási,Tamási,5 ,Magyarkeszi,"3,202",1008,489,,,,,,,,1,,,,,,
Felsőörs,24369,község,Veszprém,184 0,Balatonalmádi,Balatonalmádi,5 ,Balatonalmádi,"1,723",2093,821,,,,,,,,,,,,,,
Felsőpáhok,11642,község,Zala,193 0,Keszthelyi,Keszthely,5 ,Zalacsány,727,686,352,,,,,,,,,,,,,,
Felsőpakony,06035,nagyközség,Pest,129 0,Gyáli,Gyál,1 ,–,"1,533",3756,1336,,,,,,,,,,,,,,
Felsőpetény,24323,község,Nógrád,119 0,Rétsági,Rétság,5 ,Nőtincs,"1,450",571,264,,,,,,,,,,,,1,,
Felsőrajk,21476,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5 ,Garabonc,"2,054",746,330,,,,,,,,,,,,,,
Felsőregmec,07588,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,5 ,Mikóháza,"1,075",316,82,,,,,,,,1,,,,,,
Felsőszenterzsébet,30890,község,Zala,194 0,Lenti,Lenti,5 ,Csesztreg,824,15,16,,,,,,,,,,,,,,
Felsőszentiván,02954,község,Bács-Kiskun,035 0,Bajai,Baja,2 ,[Helyben],"5,354",1681,818,,,,1,,,,1,,,,,,
Felsőszentmárton,08819,község,Baranya,030 0,Sellyei,Sellye,5 ,Sellye,"1,946",715,500,,,,1,,,,,,,,,,
Felsőszölnök,23287,község,Vas,180 0,Szentgotthárdi,Szentgotthárd,5 ,Alsószölnök,"2,356",523,305,,,,,,,,,,,,,1,
Felsőtárkány,16328,község,Heves,104 0,Egri,Eger,2 ,[Helyben],"7,732",3444,1318,,,,,,,,1,,,,,,
Felsőtelekes,31671,község,Borsod-Abaúj-Zemplén,058 0,Kazincbarcikai,Kazincbarcika,5 ,Ormosbánya,845,632,284,,,,,,,,1,,,,,,
Felsőtold,33312,község,Nógrád,118 0,Pásztói,Pásztó,5 ,Mátraszőlős,"1,083",127,103,,,,,,,,,,,,,,
Felsővadász,23533,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,5 ,Homrogd,"1,864",565,164,,,,,,,,1,,,,,,
Felsőzsolca,02848,város,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,1 ,–,"1,625",6375,2241,,,,,,,,1,,,,,,
Fényeslitke,22415,község,Szabolcs-Szatmár-Bereg,153 0,Kisvárdai,Kisvárda,1 ,–,"2,515",2256,834,,,,,,,,1,,1,,,,
Fenyőfő,30678,község,Győr-Moson-Sopron,090 0,Pannonhalmi,Pannonhalma,5 ,Bakonyszentlászló,"2,965",92,88,,,,,,,,,,,,,,
Ferencszállás,18999,község,Csongrád-Csanád,075 0,Szegedi,Szeged,5 ,Kübekháza,579,603,270,,,,,,,,,,,,,,
Fertőboz,11253,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,5 ,Nagycenk,"1,367",304,120,,,,,,,,,,,,,,
Fertőd,09885,város,Győr-Moson-Sopron,091 0,Soproni,Sopron,1 ,–,"4,854",3409,1549,,,,,,1,,,,,,,,
Fertőendréd,09487,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,5 ,Petőháza,"1,509",617,256,,,,,,,,,,,,,,
Fertőhomok,10658,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,5 ,Hegykő,"1,261",906,419,,,,1,,,,,,,,,,
Fertőrákos,12414,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,1 ,–,"2,190",2473,1079,,,,,,1,,,,,,,,
Fertőszentmiklós,15343,város,Győr-Moson-Sopron,091 0,Soproni,Sopron,1 ,–,"3,939",3933,1596,,,,,,,,,,,,,,
Fertőszéplak,31440,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,2 ,[Helyben],"2,178",1425,565,,,,,,,,,,,,,,
Fiad,31644,község,Somogy,147 0,Tabi,Tab,5 ,Andocs,"1,491",104,76,,,,,,,,,,,,,,
Filkeháza,25238,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,5 ,Pálháza,441,77,37,,,,,,,,,,1,,,,
Fityeház,19187,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5 ,Murakeresztúr,650,561,253,,,,1,,,,,,,,,,
Foktő,02149,község,Bács-Kiskun,037 0,Kalocsai,Kalocsa,5 ,Fajsz,"3,146",1354,721,,,,,,,,1,,,,,,
Folyás,34014,község,Hajdú-Bihar,099 0,Hajdúnánási,Hajdúnánás,5 ,Hajdúnánás,"5,393",259,154,,,,,,,,,,,,,,
Fonó,22026,község,Somogy,143 0,Kaposvári,Kaposvár,5 ,Baté,"1,061",298,146,,,,,,,,,,,,,,
Fony,17932,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,5 ,Telkibánya,"4,056",318,200,,,,,,,,1,,,,,,
Fonyód,14632,város,Somogy,142 1,Fonyódi,Fonyód,1 ,–,"5,355",5055,3058,,,,,,,,,,,,,,
Forráskút,33020,község,Csongrád-Csanád,074 0,Mórahalmi,Mórahalom,1 ,–,"3,667",2009,1019,,,,,,,,,,,,,,
Forró,30483,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,2 ,[Helyben],"1,903",2669,800,,,,,,,,1,,,,,,
Fót,32610,város,Pest,126 0,Dunakeszi,Dunakeszi,2 ,[Helyben],"3,740",20823,7786,,,,,,,,,,,,,,
Földeák,09210,község,Csongrád-Csanád,073 0,Makói,Makó,2 ,[Helyben],"3,637",2869,1451,,,,,,,,,,,,,,
Földes,03258,nagyközség,Hajdú-Bihar,102 0,Püspökladányi,Püspökladány,1 ,–,"6,524",3602,1683,,,,,,,,1,,,,,,
Főnyed,22707,község,Somogy,144 0,Marcali,Marcali,5 ,Balatonszentgyörgy,573,72,52,,,,,,,,,,,,,,
Fulókércs,22123,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,5 ,Méra,"1,860",471,117,,,,,,,,1,,,,,,
Furta,16993,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,2 ,[Helyben],"4,286",1170,566,,,,,,,,,1,,,,,
Füle,06114,község,Fejér,085 0,Székesfehérvári,Székesfehérvár,5 ,Jenő,"3,032",851,405,,,,,,,,,,,,,,
Fülesd,10791,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,5 ,Kölcse,"1,505",383,178,,,,,,,,1,,,,,,
Fülöp,22150,község,Hajdú-Bihar,101 0,Nyíradonyi,Nyíradony,5 ,Nyírábrány,"5,595",1573,709,,,,,,,,1,,,,,,
Fülöpháza,31468,község,Bács-Kiskun,038 0,Kecskeméti,Kecskemét,5 ,Kerekegyháza,"4,706",857,435,,,,,,,,,,,,,,
Fülöpjakab,33622,község,Bács-Kiskun,038 0,Kecskeméti,Kecskemét,5 ,Kunszállás,"2,316",1173,522,,,,,,,,,,,,,,
Fülöpszállás,14058,község,Bács-Kiskun,039 0,Kiskőrösi,Kiskőrös,1 ,–,"9,132",2255,1150,,,,,,,,1,,,,,,
Fülpösdaróc,14377,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,5 ,Győrtelek,425,380,108,,,,,,,,,,,,,,
Fürged,17950,község,Tolna,174 0,Tamási,Tamási,5 ,Ozora,"2,676",622,248,,,,,,,,1,,,,,,
Füzér,17109,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,5 ,Mikóháza,"3,749",320,222,,,,,,,,,,,,1,,
Füzérkajata,06460,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,5 ,Pálháza,"1,144",123,81,,,,,,,,,,,,,,
Füzérkomlós,11378,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,5 ,Pálháza,587,290,121,,,,,,,,1,,,,,,
Füzérradvány,10366,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,5 ,Mikóháza,981,265,163,,,,,,,,,,,,,,
Füzesabony,03276,város,Heves,105 1,Füzesabonyi,Füzesabony,1 ,–,"4,634",7098,3088,,,,,,,,1,,,,,,
Füzesgyarmat,12256,város,Békés,053 0,Szeghalmi,Szeghalom,1 ,–,"12,734",4871,2381,,,,,,,,1,,,,,,
Fűzvölgy,16531,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5 ,Hahót,314,134,56,,,,,,1,,,,,,,,
Gáborján,18175,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,5 ,Váncsod,"2,646",832,365,,,,,,,,1,,,,,,
Gáborjánháza,17516,község,Zala,194 0,Lenti,Lenti,5 ,Rédics,507,69,62,,,,,,,,,,,,,,
Gacsály,13727,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,5 ,Rozsály,"1,982",814,289,,,,,,,,1,,,,,,
Gadács,28264,község,Somogy,143 0,Kaposvári,Kaposvár,5 ,Igal,386,74,59,,,,,,,,,,,,,,
Gadány,26222,község,Somogy,144 0,Marcali,Marcali,5 ,Mesztegnyő,"1,970",302,149,,,,,,,,,,,,,,
Gadna,05494,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,5 ,Homrogd,809,310,61,,,,,,,,1,,,,,,
Gádoros,09511,nagyközség,Békés,050 0,Orosházi,Orosháza,1 ,–,"3,813",3254,1699,,,,,,,,1,,,,,,
Gagyapáti,28732,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,5 ,Krasznokvajda,323,33,16,,,,,,,,,,,,,,
Gagybátor,28307,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,5 ,Selyeb,"1,877",214,73,,,,,,,,1,,,,,,
Gagyvendégi,03744,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,5 ,Selyeb,"1,232",202,98,,,,,,,,,,,,,,
Galambok,12991,község,Zala,196 0,Nagykanizsai,Nagykanizsa,2 ,[Helyben],"2,591",1226,587,,,,,,,,1,,,,,,
Galgaguta,25663,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,2 ,[Helyben],"1,589",608,286,,,,,,,,1,,,,1,,
Galgagyörk,13295,község,Pest,138 0,Váci,Vác,5 ,Püspökhatvan,"1,472",930,342,,,,,,,,1,,,,1,,
Galgahévíz,19503,község,Pest,122 0,Aszódi,Aszód,1 ,–,"3,118",2542,1014,,,,,,,,1,,,,,,
Galgamácsa,27128,község,Pest,122 0,Aszódi,Aszód,2 ,[Helyben],"4,331",1857,746,,,,,,,,,,,,,,
Gálosfa,06585,község,Somogy,143 0,Kaposvári,Kaposvár,5 ,Baté,"1,976",224,107,,,,,,,,,,,,,,
Galvács,19293,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5 ,Szendrő,"1,504",82,70,,,,,,,,,,,,,,
Gamás,06451,község,Somogy,142 0,Fonyódi,Fonyód,5 ,Látrány,"4,292",625,362,,,,,,,,1,,,,,,
Ganna,12742,község,Veszprém,187 0,Pápai,Pápa,5 ,Pápakovácsi,"1,547",248,125,,,,,,1,,,,,,,,
Gánt,15750,község,Fejér,077 0,Bicskei,Bicske,5 ,Csákvár,"5,815",727,310,,,,,,1,,,,,,,,
Gara,31848,község,Bács-Kiskun,035 0,Bajai,Baja,2 ,[Helyben],"5,996",2086,893,,,,1,,1,,1,,,,,,
Garáb,18494,község,Nógrád,118 0,Pásztói,Pásztó,5 ,Mátraszőlős,820,40,37,,,,,,,,,,,,,,
Garabonc,12946,község,Zala,196 0,Nagykanizsai,Nagykanizsa,2 ,[Helyben],"1,856",617,292,,,,,,,,1,,,,,,
Garadna,10904,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,5 ,Novajidrány,975,358,188,,,,,,,,,,1,,,,
Garbolc,04996,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,2 ,[Helyben],723,124,70,,,,,,,,,,,,,,
Gárdony,10296,város,Fejér,080 1,Gárdonyi,Gárdony,1 ,–,"6,353",13811,6417,,,,,,,,,,,,,,
Garé,07560,község,Baranya,031 0,Siklósi,Siklós,5 ,Diósviszló,853,277,110,,,,,,,,,,,,,,
Gasztony,30906,község,Vas,180 0,Szentgotthárdi,Szentgotthárd,5 ,Rátót,"1,427",404,211,,,,,,,,,,,,,,
Gátér,26383,község,Bács-Kiskun,040 0,Kiskunfélegyházi,Kiskunfélegyháza,5 ,Petőfiszállás,"3,089",844,449,,,,,,,,,,,,,,
Gávavencsellő,05801,nagyközség,Szabolcs-Szatmár-Bereg,151 0,Ibrányi,Ibrány,2 ,[Helyben],"6,682",3271,1469,,,,,,1,,1,,,,,,
Géberjén,03629,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,5 ,Nagyecsed,538,426,198,,,,,,,,,,,,,,
Gecse,09292,község,Veszprém,187 0,Pápai,Pápa,5 ,Vaszar,933,394,178,,,,,,,,,,,,,,
Géderlak,03577,község,Bács-Kiskun,037 0,Kalocsai,Kalocsa,2 ,[Helyben],"1,894",864,460,,,,,,,,,,,,,,
Gégény,05670,község,Szabolcs-Szatmár-Bereg,152 0,Kemecsei,Kemecse,5 ,Demecser,"2,344",1748,714,,,,,,,,,,,,,,
Gelej,23719,község,Borsod-Abaúj-Zemplén,059 0,Mezőcsáti,Mezőcsát,5 ,Tiszatarján,"3,211",543,233,,,,,,,,,,,,,,
Gelénes,04613,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,5 ,Csaroda,"2,055",496,237,,,,,,,,,,,,,,
Gellénháza,08068,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,2 ,[Helyben],523,1469,643,,,,,,,,,,,,,,
Gelse,12089,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5 ,Újudvar,"2,247",970,439,,,,,,,,,,,,,,
Gelsesziget,09089,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5 ,Újudvar,498,259,104,,,,,,,,,,,,,,
Gemzse,13000,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,5 ,Ilk,"1,359",799,269,,,,,,,,1,,,,,,
Gencsapáti,24183,község,Vas,181 0,Szombathelyi,Szombathely,1 ,–,"2,239",2674,975,,,,,,,,,,,,,,
Gérce,26152,község,Vas,179 0,Sárvári,Sárvár,2 ,[Helyben],"1,830",1074,483,,,,,,,,,,,,,,
Gerde,12751,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,5 ,Királyegyháza,"1,276",470,187,,,,,,,,1,,,,,,
Gerendás,07393,község,Békés,046 0,Békéscsabai,Békéscsaba,5 ,Kétsoprony,"4,078",1024,649,,,,,,,,,,,,1,,
Gerényes,13347,község,Baranya,025 0,Hegyháti,Sásd,5 ,Vásárosdombó,"1,234",203,95,,,,,,,,,,,,,,
Geresdlak,02857,község,Baranya,029 0,Pécsváradi,Pécsvárad,5 ,Erzsébet,"2,528",735,385,,,,,,1,,,,,,,,
Gerjen,05731,község,Tolna,172 0,Paksi,Paks,5 ,Dunaszentgyörgy,"3,628",1159,568,,,,,,,,,,,,,,
Gersekarát,30942,község,Vas,182 0,Vasvári,Vasvár,5 ,Kám,"1,992",619,332,,,,,,,,,,,,,,
Geszt,17394,község,Békés,051 0,Sarkadi,Sarkad,5 ,Kötegyán,"5,139",642,327,,,,,,,,1,,,,,,
Gesztely,15608,község,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,1 ,–,"2,882",2628,935,,,,,,,,1,,,,,,
